0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,language
m,a,t,t,h,e,w,.,.,.,.,.,.,.,.,.,english
p,u,b,l,i,c,l,y,.,.,.,.,.,.,.,.,english
p,e,r,c,y,.,.,.,.,.,.,.,.,.,.,.,english
c,o,n,t,i,n,u,i,n,g,.,.,.,.,.,.,english
g,r,o,v,e,.,.,.,.,.,.,.,.,.,.,.,english
c,a,l,a,m,i,t,y,.,.,.,.,.,.,.,.,english
p,o,n,y,.,.,.,.,.,.,.,.,.,.,.,.,english
v,i,g,o,u,r,.,.,.,.,.,.,.,.,.,.,english
m,e,l,o,d,y,.,.,.,.,.,.,.,.,.,.,english
p,r,o,f,i,t,a,b,l,e,.,.,.,.,.,.,english
d,e,s,c,e,n,d,a,n,t,s,.,.,.,.,.,english
h,i,r,e,.,.,.,.,.,.,.,.,.,.,.,.,english
s,p,e,c,u,l,a,t,i,o,n,.,.,.,.,.,english
d,i,s,c,o,v,e,r,i,e,s,.,.,.,.,.,english
a,c,c,e,p,t,s,.,.,.,.,.,.,.,.,.,english
d,r,u,n,k,e,n,.,.,.,.,.,.,.,.,.,english
c,a,n,d,i,d,a,t,e,.,.,.,.,.,.,.,english
p,r,i,n,c,i,p,a,l,l,y,.,.,.,.,.,english
w,o,r,r,i,e,d,.,.,.,.,.,.,.,.,.,english
o,b,s,t,i,n,a,t,e,.,.,.,.,.,.,.,english
h,a,s,t,e,n,.,.,.,.,.,.,.,.,.,.,english
f,o,r,e,i,g,n,e,r,s,.,.,.,.,.,.,english
e,l,d,e,r,l,y,.,.,.,.,.,.,.,.,.,english
o,v,e,r,w,h,e,l,m,e,d,.,.,.,.,.,english
i,n,s,t,i,n,c,t,s,.,.,.,.,.,.,.,english
t,e,l,e,g,r,a,p,h,.,.,.,.,.,.,.,english
r,u,s,s,e,l,l,.,.,.,.,.,.,.,.,.,english
u,n,i,v,e,r,s,i,t,y,.,.,.,.,.,.,english
g,h,a,s,t,l,y,.,.,.,.,.,.,.,.,.,english
p,a,t,r,o,n,.,.,.,.,.,.,.,.,.,.,english
v,a,r,y,i,n,g,.,.,.,.,.,.,.,.,.,english
b,a,r,b,a,r,o,u,s,.,.,.,.,.,.,.,english
c,e,l,e,s,t,i,a,l,.,.,.,.,.,.,.,english
p,a,t,r,i,o,t,i,s,m,.,.,.,.,.,.,english
m,o,d,i,f,y,.,.,.,.,.,.,.,.,.,.,english
e,a,r,n,e,s,t,n,e,s,s,.,.,.,.,.,english
e,x,e,r,t,i,o,n,.,.,.,.,.,.,.,.,english
f,o,x,.,.,.,.,.,.,.,.,.,.,.,.,.,english
r,e,f,u,s,i,n,g,.,.,.,.,.,.,.,.,english
h,o,r,s,e,m,e,n,.,.,.,.,.,.,.,.,english
i,n,s,p,e,c,t,i,o,n,.,.,.,.,.,.,english
s,t,a,t,i,o,n,s,.,.,.,.,.,.,.,.,english
g,r,i,e,v,e,d,.,.,.,.,.,.,.,.,.,english
l,o,u,d,e,r,.,.,.,.,.,.,.,.,.,.,english
b,u,r,s,t,i,n,g,.,.,.,.,.,.,.,.,english
r,e,g,r,e,t,t,e,d,.,.,.,.,.,.,.,english
m,o,u,r,n,f,u,l,.,.,.,.,.,.,.,.,english
p,u,r,s,u,i,n,g,.,.,.,.,.,.,.,.,english
t,r,a,i,t,o,r,.,.,.,.,.,.,.,.,.,english
a,s,s,o,c,i,a,t,i,o,n,s,.,.,.,.,english
c,a,u,t,i,o,u,s,.,.,.,.,.,.,.,.,english
f,o,u,n,d,a,t,i,o,n,s,.,.,.,.,.,english
s,t,a,m,p,e,d,.,.,.,.,.,.,.,.,.,english
p,r,i,o,r,.,.,.,.,.,.,.,.,.,.,.,english
u,n,d,e,r,t,o,o,k,.,.,.,.,.,.,.,english
t,e,l,e,g,r,a,m,.,.,.,.,.,.,.,.,english
b,e,g,g,a,r,.,.,.,.,.,.,.,.,.,.,english
c,h,i,m,n,e,y,.,.,.,.,.,.,.,.,.,english
c,o,m,p,l,i,c,a,t,e,d,.,.,.,.,.,english
d,a,v,i,s,.,.,.,.,.,.,.,.,.,.,.,english
s,t,r,i,v,i,n,g,.,.,.,.,.,.,.,.,english
m,a,g,i,s,t,r,a,t,e,s,.,.,.,.,.,english
c,o,n,v,e,r,s,e,.,.,.,.,.,.,.,.,english
g,r,a,c,e,s,.,.,.,.,.,.,.,.,.,.,english
w,i,p,e,d,.,.,.,.,.,.,.,.,.,.,.,english
o,a,r,s,.,.,.,.,.,.,.,.,.,.,.,.,english
a,p,o,l,o,g,y,.,.,.,.,.,.,.,.,.,english
s,c,a,r,e,d,.,.,.,.,.,.,.,.,.,.,english
i,m,p,r,i,s,o,n,m,e,n,t,.,.,.,.,english
e,a,s,t,w,a,r,d,.,.,.,.,.,.,.,.,english
s,u,b,s,t,i,t,u,t,e,.,.,.,.,.,.,english
y,a,h,w,e,h,.,.,.,.,.,.,.,.,.,.,english
h,a,n,d,f,u,l,.,.,.,.,.,.,.,.,.,english
u,s,a,g,e,.,.,.,.,.,.,.,.,.,.,.,english
l,o,d,g,e,d,.,.,.,.,.,.,.,.,.,.,english
v,i,l,l,a,i,n,.,.,.,.,.,.,.,.,.,english
b,a,n,i,s,h,e,d,.,.,.,.,.,.,.,.,english
r,e,s,t,o,r,a,t,i,o,n,.,.,.,.,.,english
s,e,r,p,e,n,t,.,.,.,.,.,.,.,.,.,english
h,e,d,g,e,.,.,.,.,.,.,.,.,.,.,.,english
k,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,english
j,u,r,i,s,d,i,c,t,i,o,n,.,.,.,.,english
c,a,p,t,a,i,n,s,.,.,.,.,.,.,.,.,english
s,e,t,t,l,e,r,s,.,.,.,.,.,.,.,.,english
g,a,i,n,i,n,g,.,.,.,.,.,.,.,.,.,english
v,a,l,i,a,n,t,.,.,.,.,.,.,.,.,.,english
p,r,i,m,a,r,y,.,.,.,.,.,.,.,.,.,english
s,t,o,r,m,s,.,.,.,.,.,.,.,.,.,.,english
b,e,a,m,.,.,.,.,.,.,.,.,.,.,.,.,english
v,i,c,t,o,r,i,a,.,.,.,.,.,.,.,.,english
t,o,u,r,.,.,.,.,.,.,.,.,.,.,.,.,english
p,r,o,p,h,e,c,y,.,.,.,.,.,.,.,.,english
s,p,e,c,t,a,c,l,e,s,.,.,.,.,.,.,english
o,b,s,o,l,e,t,e,.,.,.,.,.,.,.,.,english
b,u,y,i,n,g,.,.,.,.,.,.,.,.,.,.,english
s,h,e,p,h,e,r,d,.,.,.,.,.,.,.,.,english
w,e,l,l,s,.,.,.,.,.,.,.,.,.,.,.,english
h,a,r,r,i,e,t,.,.,.,.,.,.,.,.,.,english
e,x,a,g,g,e,r,a,t,e,d,.,.,.,.,.,english
h,e,a,t,e,d,.,.,.,.,.,.,.,.,.,.,english
p,e,n,e,t,r,a,t,e,d,.,.,.,.,.,.,english
t,r,a,v,e,l,s,.,.,.,.,.,.,.,.,.,english
e,a,r,l,.,.,.,.,.,.,.,.,.,.,.,.,english
h,e,r,e,d,i,t,a,r,y,.,.,.,.,.,.,english
a,l,i,.,.,.,.,.,.,.,.,.,.,.,.,.,english
s,u,p,e,r,n,a,t,u,r,a,l,.,.,.,.,english
c,o,m,p,e,t,e,n,t,.,.,.,.,.,.,.,english
p,i,l,e,d,.,.,.,.,.,.,.,.,.,.,.,english
h,o,s,t,e,s,s,.,.,.,.,.,.,.,.,.,english
a,g,r,i,c,u,l,t,u,r,e,.,.,.,.,.,english
b,o,u,g,h,s,.,.,.,.,.,.,.,.,.,.,english
u,r,g,e,n,t,.,.,.,.,.,.,.,.,.,.,english
g,r,a,t,i,f,i,e,d,.,.,.,.,.,.,.,english
s,u,f,f,i,c,e,.,.,.,.,.,.,.,.,.,english
p,o,r,t,s,.,.,.,.,.,.,.,.,.,.,.,english
d,r,i,f,t,e,d,.,.,.,.,.,.,.,.,.,english
a,c,c,u,r,a,c,y,.,.,.,.,.,.,.,.,english
d,e,c,e,a,s,e,d,.,.,.,.,.,.,.,.,english
c,i,r,c,u,l,a,r,.,.,.,.,.,.,.,.,english
s,e,c,u,r,i,n,g,.,.,.,.,.,.,.,.,english
p,o,s,s,i,b,i,l,i,t,i,e,s,.,.,.,english
r,h,i,n,e,.,.,.,.,.,.,.,.,.,.,.,english
a,l,e,r,t,.,.,.,.,.,.,.,.,.,.,.,english
n,e,i,g,h,b,o,r,i,n,g,.,.,.,.,.,english
d,e,m,o,c,r,a,t,i,c,.,.,.,.,.,.,english
q,u,e,b,e,c,.,.,.,.,.,.,.,.,.,.,english
b,u,d,.,.,.,.,.,.,.,.,.,.,.,.,.,english
a,c,c,o,u,n,t,e,d,.,.,.,.,.,.,.,english
a,i,d,e,d,.,.,.,.,.,.,.,.,.,.,.,english
a,u,g,u,s,t,u,s,.,.,.,.,.,.,.,.,english
b,l,a,n,k,e,t,.,.,.,.,.,.,.,.,.,english
h,a,i,l,.,.,.,.,.,.,.,.,.,.,.,.,english
p,r,e,t,e,n,c,e,.,.,.,.,.,.,.,.,english
b,e,a,m,s,.,.,.,.,.,.,.,.,.,.,.,english
a,n,d,y,.,.,.,.,.,.,.,.,.,.,.,.,english
p,i,g,.,.,.,.,.,.,.,.,.,.,.,.,.,english
s,h,a,p,e,d,.,.,.,.,.,.,.,.,.,.,english
o,v,e,n,.,.,.,.,.,.,.,.,.,.,.,.,english
r,o,u,n,d,e,d,.,.,.,.,.,.,.,.,.,english
i,v,o,r,y,.,.,.,.,.,.,.,.,.,.,.,english
n,o,r,t,h,w,a,r,d,.,.,.,.,.,.,.,english
i,s,o,l,a,t,e,d,.,.,.,.,.,.,.,.,english
p,o,l,i,c,e,m,a,n,.,.,.,.,.,.,.,english
a,u,g,.,.,.,.,.,.,.,.,.,.,.,.,.,english
c,o,n,v,e,n,t,i,o,n,a,l,.,.,.,.,english
b,a,b,y,l,o,n,.,.,.,.,.,.,.,.,.,english
d,u,s,t,y,.,.,.,.,.,.,.,.,.,.,.,english
b,i,s,h,o,p,s,.,.,.,.,.,.,.,.,.,english
c,o,m,p,l,a,i,n,t,s,.,.,.,.,.,.,english
s,t,r,i,p,p,e,d,.,.,.,.,.,.,.,.,english
p,l,e,a,d,.,.,.,.,.,.,.,.,.,.,.,english
h,i,n,d,e,r,.,.,.,.,.,.,.,.,.,.,english
c,o,r,d,.,.,.,.,.,.,.,.,.,.,.,.,english
f,l,o,w,s,.,.,.,.,.,.,.,.,.,.,.,english
p,e,r,s,o,n,a,g,e,.,.,.,.,.,.,.,english
c,l,a,s,s,i,c,a,l,.,.,.,.,.,.,.,english
a,l,o,n,g,s,i,d,e,.,.,.,.,.,.,.,english
w,r,o,n,g,s,.,.,.,.,.,.,.,.,.,.,english
e,x,t,r,a,c,t,.,.,.,.,.,.,.,.,.,english
r,e,w,a,r,d,e,d,.,.,.,.,.,.,.,.,english
l,u,n,g,s,.,.,.,.,.,.,.,.,.,.,.,english
l,i,g,h,t,e,r,.,.,.,.,.,.,.,.,.,english
k,i,s,s,e,s,.,.,.,.,.,.,.,.,.,.,english
s,e,r,v,e,s,.,.,.,.,.,.,.,.,.,.,english
p,i,n,t,.,.,.,.,.,.,.,.,.,.,.,.,english
f,o,r,g,i,v,e,n,.,.,.,.,.,.,.,.,english
s,t,e,r,n,l,y,.,.,.,.,.,.,.,.,.,english
p,r,o,c,l,a,m,a,t,i,o,n,.,.,.,.,english
r,e,a,l,i,s,e,d,.,.,.,.,.,.,.,.,english
p,i,p,e,s,.,.,.,.,.,.,.,.,.,.,.,english
a,r,i,s,i,n,g,.,.,.,.,.,.,.,.,.,english
p,i,t,c,h,e,d,.,.,.,.,.,.,.,.,.,english
t,u,b,e,.,.,.,.,.,.,.,.,.,.,.,.,english
o,b,s,e,r,v,e,r,.,.,.,.,.,.,.,.,english
s,m,o,t,e,.,.,.,.,.,.,.,.,.,.,.,english
a,v,e,n,u,e,.,.,.,.,.,.,.,.,.,.,english
e,l,e,p,h,a,n,t,.,.,.,.,.,.,.,.,english
b,u,r,k,e,.,.,.,.,.,.,.,.,.,.,.,english
f,o,o,t,i,n,g,.,.,.,.,.,.,.,.,.,english
s,t,a,t,e,s,m,a,n,.,.,.,.,.,.,.,english
r,e,b,e,l,s,.,.,.,.,.,.,.,.,.,.,english
n,a,i,l,s,.,.,.,.,.,.,.,.,.,.,.,english
w,e,a,r,s,.,.,.,.,.,.,.,.,.,.,.,english
d,o,o,m,e,d,.,.,.,.,.,.,.,.,.,.,english
e,d,g,e,s,.,.,.,.,.,.,.,.,.,.,.,english
e,s,t,h,e,r,.,.,.,.,.,.,.,.,.,.,english
i,n,d,i,a,n,a,.,.,.,.,.,.,.,.,.,english
a,f,f,e,c,t,i,n,g,.,.,.,.,.,.,.,english
s,t,o,r,m,y,.,.,.,.,.,.,.,.,.,.,english
b,e,e,.,.,.,.,.,.,.,.,.,.,.,.,.,english
b,u,r,y,.,.,.,.,.,.,.,.,.,.,.,.,english
e,f,f,i,c,i,e,n,t,.,.,.,.,.,.,.,english
m,i,x,.,.,.,.,.,.,.,.,.,.,.,.,.,english
s,u,p,p,o,r,t,i,n,g,.,.,.,.,.,.,english
a,c,t,o,r,.,.,.,.,.,.,.,.,.,.,.,english
d,i,s,t,u,r,b,a,n,c,e,.,.,.,.,.,english
s,w,e,a,t,.,.,.,.,.,.,.,.,.,.,.,english
e,x,e,c,u,t,i,v,e,.,.,.,.,.,.,.,english
s,e,e,m,i,n,g,l,y,.,.,.,.,.,.,.,english
t,e,n,t,h,.,.,.,.,.,.,.,.,.,.,.,english
b,l,o,s,s,o,m,s,.,.,.,.,.,.,.,.,english
e,t,h,e,l,.,.,.,.,.,.,.,.,.,.,.,english
f,o,l,d,s,.,.,.,.,.,.,.,.,.,.,.,english
p,a,i,n,f,u,l,l,y,.,.,.,.,.,.,.,english
p,o,l,i,s,h,.,.,.,.,.,.,.,.,.,.,english
s,h,u,d,d,e,r,.,.,.,.,.,.,.,.,.,english
r,o,o,f,s,.,.,.,.,.,.,.,.,.,.,.,english
c,o,m,p,a,r,a,t,i,v,e,.,.,.,.,.,english
b,e,g,g,i,n,g,.,.,.,.,.,.,.,.,.,english
i,m,p,o,s,i,n,g,.,.,.,.,.,.,.,.,english
n,o,t,a,b,l,e,.,.,.,.,.,.,.,.,.,english
i,n,v,e,s,t,e,d,.,.,.,.,.,.,.,.,english
i,m,p,r,i,s,o,n,e,d,.,.,.,.,.,.,english
m,u,t,e,.,.,.,.,.,.,.,.,.,.,.,.,english
a,m,y,.,.,.,.,.,.,.,.,.,.,.,.,.,english
c,a,g,e,.,.,.,.,.,.,.,.,.,.,.,.,english
e,s,q,.,.,.,.,.,.,.,.,.,.,.,.,.,english
p,g,.,.,.,.,.,.,.,.,.,.,.,.,.,.,english
c,u,r,e,d,.,.,.,.,.,.,.,.,.,.,.,english
c,a,r,g,o,.,.,.,.,.,.,.,.,.,.,.,english
n,e,g,o,t,i,a,t,i,o,n,s,.,.,.,.,english
a,s,s,e,n,t,e,d,.,.,.,.,.,.,.,.,english
j,a,i,l,.,.,.,.,.,.,.,.,.,.,.,.,english
s,k,i,l,f,u,l,.,.,.,.,.,.,.,.,.,english
i,d,e,a,l,s,.,.,.,.,.,.,.,.,.,.,english
c,o,n,f,e,r,r,e,d,.,.,.,.,.,.,.,english
r,e,s,u,l,t,e,d,.,.,.,.,.,.,.,.,english
i,l,l,u,s,i,o,n,.,.,.,.,.,.,.,.,english
t,o,r,m,e,n,t,.,.,.,.,.,.,.,.,.,english
t,r,o,u,b,l,e,s,o,m,e,.,.,.,.,.,english
c,r,o,w,n,s,.,.,.,.,.,.,.,.,.,.,english
f,e,b,.,.,.,.,.,.,.,.,.,.,.,.,.,english
r,e,p,e,n,t,a,n,c,e,.,.,.,.,.,.,english
b,l,a,n,k,e,t,s,.,.,.,.,.,.,.,.,english
p,r,o,p,r,i,e,t,o,r,.,.,.,.,.,.,english
u,n,c,e,r,t,a,i,n,t,y,.,.,.,.,.,english
c,o,n,c,e,n,t,r,a,t,e,d,.,.,.,.,english
m,e,d,i,t,e,r,r,a,n,e,a,n,.,.,.,english
c,o,v,e,r,s,.,.,.,.,.,.,.,.,.,.,english
s,c,r,e,a,m,.,.,.,.,.,.,.,.,.,.,english
c,o,m,p,r,o,m,i,s,e,.,.,.,.,.,.,english
r,e,s,p,e,c,t,f,u,l,.,.,.,.,.,.,english
c,h,a,r,i,o,t,.,.,.,.,.,.,.,.,.,english
a,m,m,u,n,i,t,i,o,n,.,.,.,.,.,.,english
b,o,n,n,e,t,.,.,.,.,.,.,.,.,.,.,english
s,e,c,o,n,d,a,r,y,.,.,.,.,.,.,.,english
p,e,r,s,i,a,.,.,.,.,.,.,.,.,.,.,english
p,e,r,s,e,c,u,t,i,o,n,.,.,.,.,.,english
l,e,s,s,e,r,.,.,.,.,.,.,.,.,.,.,english
a,s,s,i,s,t,a,n,t,.,.,.,.,.,.,.,english
s,a,l,u,t,e,d,.,.,.,.,.,.,.,.,.,english
f,i,t,s,.,.,.,.,.,.,.,.,.,.,.,.,english
i,n,d,u,l,g,e,d,.,.,.,.,.,.,.,.,english
s,p,r,i,n,g,i,n,g,.,.,.,.,.,.,.,english
c,a,n,e,.,.,.,.,.,.,.,.,.,.,.,.,english
f,o,l,d,.,.,.,.,.,.,.,.,.,.,.,.,english
b,o,u,n,d,a,r,y,.,.,.,.,.,.,.,.,english
v,a,l,u,e,d,.,.,.,.,.,.,.,.,.,.,english
r,u,g,g,e,d,.,.,.,.,.,.,.,.,.,.,english
a,l,o,f,t,.,.,.,.,.,.,.,.,.,.,.,english
t,h,i,e,v,e,s,.,.,.,.,.,.,.,.,.,english
p,a,r,l,o,u,r,.,.,.,.,.,.,.,.,.,english
i,n,d,e,b,t,e,d,.,.,.,.,.,.,.,.,english
t,o,n,s,.,.,.,.,.,.,.,.,.,.,.,.,english
p,r,o,c,e,s,s,e,s,.,.,.,.,.,.,.,english
d,a,v,e,.,.,.,.,.,.,.,.,.,.,.,.,english
m,o,o,r,e,.,.,.,.,.,.,.,.,.,.,.,english
a,r,g,u,e,.,.,.,.,.,.,.,.,.,.,.,english
d,e,a,r,l,y,.,.,.,.,.,.,.,.,.,.,english
l,o,g,i,c,.,.,.,.,.,.,.,.,.,.,.,english
p,a,n,i,c,.,.,.,.,.,.,.,.,.,.,.,english
r,e,s,t,r,a,i,n,e,d,.,.,.,.,.,.,english
l,b,.,.,.,.,.,.,.,.,.,.,.,.,.,.,english
v,a,i,n,l,y,.,.,.,.,.,.,.,.,.,.,english
w,e,a,r,i,n,e,s,s,.,.,.,.,.,.,.,english
e,n,l,a,r,g,e,d,.,.,.,.,.,.,.,.,english
f,r,a,n,k,l,i,n,.,.,.,.,.,.,.,.,english
t,a,s,t,e,d,.,.,.,.,.,.,.,.,.,.,english
r,u,r,a,l,.,.,.,.,.,.,.,.,.,.,.,english
t,o,r,r,e,n,t,.,.,.,.,.,.,.,.,.,english
r,e,s,o,l,u,t,e,.,.,.,.,.,.,.,.,english
r,e,f,r,a,i,n,.,.,.,.,.,.,.,.,.,english
k,i,s,s,i,n,g,.,.,.,.,.,.,.,.,.,english
g,o,r,g,e,o,u,s,.,.,.,.,.,.,.,.,english
m,e,e,t,s,.,.,.,.,.,.,.,.,.,.,.,english
c,i,r,c,u,l,a,t,i,o,n,.,.,.,.,.,english
p,a,s,s,i,o,n,a,t,e,l,y,.,.,.,.,english
i,n,a,s,m,u,c,h,.,.,.,.,.,.,.,.,english
u,n,e,x,p,e,c,t,e,d,l,y,.,.,.,.,english
s,t,r,e,s,s,.,.,.,.,.,.,.,.,.,.,english
c,o,n,s,u,m,p,t,i,o,n,.,.,.,.,.,english
g,r,o,a,n,.,.,.,.,.,.,.,.,.,.,.,english
s,u,i,t,s,.,.,.,.,.,.,.,.,.,.,.,english
s,u,s,t,a,i,n,.,.,.,.,.,.,.,.,.,english
h,o,s,t,s,.,.,.,.,.,.,.,.,.,.,.,english
c,r,a,s,h,.,.,.,.,.,.,.,.,.,.,.,english
r,e,s,e,m,b,l,e,.,.,.,.,.,.,.,.,english
e,p,o,c,h,.,.,.,.,.,.,.,.,.,.,.,english
q,u,o,t,e,.,.,.,.,.,.,.,.,.,.,.,english
l,a,c,k,i,n,g,.,.,.,.,.,.,.,.,.,english
n,o,m,i,n,a,l,l,y,.,.,.,.,.,.,.,english
c,h,o,k,e,d,.,.,.,.,.,.,.,.,.,.,english
a,r,i,s,t,o,c,r,a,c,y,.,.,.,.,.,english
g,r,a,n,i,t,e,.,.,.,.,.,.,.,.,.,english
g,r,a,d,u,a,l,.,.,.,.,.,.,.,.,.,english
d,e,l,i,g,h,t,s,.,.,.,.,.,.,.,.,english
h,u,r,l,e,d,.,.,.,.,.,.,.,.,.,.,english
j,o,y,f,u,l,.,.,.,.,.,.,.,.,.,.,english
s,a,c,k,.,.,.,.,.,.,.,.,.,.,.,.,english
s,l,u,m,b,e,r,.,.,.,.,.,.,.,.,.,english
d,e,t,a,c,h,e,d,.,.,.,.,.,.,.,.,english
s,n,a,p,p,e,d,.,.,.,.,.,.,.,.,.,english
s,h,a,d,o,w,y,.,.,.,.,.,.,.,.,.,english
a,c,c,o,m,p,a,n,y,i,n,g,.,.,.,.,english
a,n,n,o,y,a,n,c,e,.,.,.,.,.,.,.,english
c,r,u,s,h,.,.,.,.,.,.,.,.,.,.,.,english
n,e,e,d,l,e,.,.,.,.,.,.,.,.,.,.,english
r,e,p,e,n,t,.,.,.,.,.,.,.,.,.,.,english
p,h,e,n,o,m,e,n,o,n,.,.,.,.,.,.,english
e,x,e,c,u,t,e,.,.,.,.,.,.,.,.,.,english
c,a,n,s,t,.,.,.,.,.,.,.,.,.,.,.,english
s,m,o,k,e,d,.,.,.,.,.,.,.,.,.,.,english
g,r,e,e,t,.,.,.,.,.,.,.,.,.,.,.,english
m,o,n,a,r,c,h,y,.,.,.,.,.,.,.,.,english
b,e,h,a,v,e,.,.,.,.,.,.,.,.,.,.,english
r,i,c,h,l,y,.,.,.,.,.,.,.,.,.,.,english
c,o,n,t,r,o,l,l,e,d,.,.,.,.,.,.,english
s,t,r,i,v,e,.,.,.,.,.,.,.,.,.,.,english
e,n,d,e,a,v,o,r,.,.,.,.,.,.,.,.,english
b,a,r,r,i,e,r,.,.,.,.,.,.,.,.,.,english
c,a,n,a,d,i,a,n,.,.,.,.,.,.,.,.,english
c,u,r,v,e,.,.,.,.,.,.,.,.,.,.,.,english
p,o,l,i,t,e,n,e,s,s,.,.,.,.,.,.,english
f,l,o,r,a,.,.,.,.,.,.,.,.,.,.,.,english
r,e,l,y,.,.,.,.,.,.,.,.,.,.,.,.,english
f,l,a,n,k,.,.,.,.,.,.,.,.,.,.,.,english
c,o,n,v,e,n,i,e,n,c,e,.,.,.,.,.,english
c,o,u,r,t,e,o,u,s,.,.,.,.,.,.,.,english
l,o,g,s,.,.,.,.,.,.,.,.,.,.,.,.,english
l,a,m,b,.,.,.,.,.,.,.,.,.,.,.,.,english
e,f,f,e,c,t,u,a,l,l,y,.,.,.,.,.,english
r,o,b,i,n,s,o,n,.,.,.,.,.,.,.,.,english
l,o,g,i,c,a,l,.,.,.,.,.,.,.,.,.,english
d,i,m,l,y,.,.,.,.,.,.,.,.,.,.,.,english
w,i,t,h,e,r,e,d,.,.,.,.,.,.,.,.,english
d,i,e,t,.,.,.,.,.,.,.,.,.,.,.,.,english
p,r,a,i,s,e,s,.,.,.,.,.,.,.,.,.,english
f,u,l,f,i,l,.,.,.,.,.,.,.,.,.,.,english
m,a,n,t,l,e,.,.,.,.,.,.,.,.,.,.,english
d,i,s,c,u,s,s,i,n,g,.,.,.,.,.,.,english
c,h,i,c,k,e,n,.,.,.,.,.,.,.,.,.,english
j,u,d,i,c,i,a,l,.,.,.,.,.,.,.,.,english
c,o,n,s,i,s,t,e,n,t,.,.,.,.,.,.,english
r,i,d,i,c,u,l,e,.,.,.,.,.,.,.,.,english
r,e,i,n,s,.,.,.,.,.,.,.,.,.,.,.,english
b,a,r,r,e,l,.,.,.,.,.,.,.,.,.,.,english
d,i,s,t,r,u,s,t,.,.,.,.,.,.,.,.,english
t,r,u,n,k,s,.,.,.,.,.,.,.,.,.,.,english
v,e,r,i,l,y,.,.,.,.,.,.,.,.,.,.,english
h,u,n,t,e,r,s,.,.,.,.,.,.,.,.,.,english
f,e,a,t,h,e,r,.,.,.,.,.,.,.,.,.,english
d,e,s,p,e,r,a,t,e,l,y,.,.,.,.,.,english
g,o,o,d,l,y,.,.,.,.,.,.,.,.,.,.,english
h,a,b,i,t,u,a,l,.,.,.,.,.,.,.,.,english
v,o,l,u,n,t,a,r,y,.,.,.,.,.,.,.,english
l,u,n,c,h,e,o,n,.,.,.,.,.,.,.,.,english
e,i,g,h,t,e,e,n,t,h,.,.,.,.,.,.,english
e,x,e,r,t,i,o,n,s,.,.,.,.,.,.,.,english
e,x,p,e,r,t,.,.,.,.,.,.,.,.,.,.,english
c,o,o,l,l,y,.,.,.,.,.,.,.,.,.,.,english
m,i,s,t,a,k,e,s,.,.,.,.,.,.,.,.,english
t,e,d,i,o,u,s,.,.,.,.,.,.,.,.,.,english
c,o,n,t,e,m,p,l,a,t,e,d,.,.,.,.,english
c,l,a,r,k,.,.,.,.,.,.,.,.,.,.,.,english
j,a,c,k,e,t,.,.,.,.,.,.,.,.,.,.,english
g,l,e,a,m,i,n,g,.,.,.,.,.,.,.,.,english
s,h,r,a,n,k,.,.,.,.,.,.,.,.,.,.,english
s,w,i,m,m,i,n,g,.,.,.,.,.,.,.,.,english
k,e,n,t,.,.,.,.,.,.,.,.,.,.,.,.,english
p,e,r,p,l,e,x,e,d,.,.,.,.,.,.,.,english
i,m,p,r,e,s,s,i,v,e,.,.,.,.,.,.,english
u,n,i,v,e,r,s,a,l,l,y,.,.,.,.,.,english
d,i,s,p,l,e,a,s,u,r,e,.,.,.,.,.,english
m,a,i,d,s,.,.,.,.,.,.,.,.,.,.,.,english
r,a,t,e,s,.,.,.,.,.,.,.,.,.,.,.,english
u,n,d,e,r,n,e,a,t,h,.,.,.,.,.,.,english
e,x,p,e,d,i,e,n,t,.,.,.,.,.,.,.,english
e,m,m,a,.,.,.,.,.,.,.,.,.,.,.,.,english
i,m,p,r,e,s,s,.,.,.,.,.,.,.,.,.,english
b,e,e,s,.,.,.,.,.,.,.,.,.,.,.,.,english
b,o,u,n,d,e,d,.,.,.,.,.,.,.,.,.,english
w,o,r,s,h,i,p,p,e,d,.,.,.,.,.,.,english
r,e,s,i,s,t,e,d,.,.,.,.,.,.,.,.,english
p,r,o,v,i,n,c,i,a,l,.,.,.,.,.,.,english
p,o,p,u,l,a,r,i,t,y,.,.,.,.,.,.,english
b,a,k,e,r,.,.,.,.,.,.,.,.,.,.,.,english
s,h,a,t,t,e,r,e,d,.,.,.,.,.,.,.,english
m,e,r,c,i,f,u,l,.,.,.,.,.,.,.,.,english
o,l,i,v,e,.,.,.,.,.,.,.,.,.,.,.,english
t,r,a,m,p,.,.,.,.,.,.,.,.,.,.,.,english
c,o,m,p,e,n,s,a,t,i,o,n,.,.,.,.,english
e,r,n,e,s,t,.,.,.,.,.,.,.,.,.,.,english
m,a,r,t,i,a,l,.,.,.,.,.,.,.,.,.,english
g,e,n,i,a,l,.,.,.,.,.,.,.,.,.,.,english
s,y,r,i,a,.,.,.,.,.,.,.,.,.,.,.,english
c,o,n,j,e,c,t,u,r,e,.,.,.,.,.,.,english
v,a,n,.,.,.,.,.,.,.,.,.,.,.,.,.,english
w,a,i,t,e,r,.,.,.,.,.,.,.,.,.,.,english
d,e,t,a,i,n,e,d,.,.,.,.,.,.,.,.,english
i,t,e,m,s,.,.,.,.,.,.,.,.,.,.,.,english
